MPJPE (Bodies at Rest),MPJPEAO (Bodies at Rest),SDPJPE (Bodies at Rest),PCP (Bodies at Rest),PCK (Bodies at Rest),MPJPE (SLP),MPJPEAO (SLP),SDPJPE (SLP),PCP (SLP),PCK (SLP),MPJPE (Softline),MPJPEAO (Softline),SDPJPE (Softline),PCP (Softline),PCK (Softline)
28.95959246717961,23.504537728438613,17.166877871950994,0.16855603456497192,0.14204244315624237,19.864331903059735,16.641987087097917,11.364319761016022,0.29393941164016724,0.2662004828453064,19.005685910877343,16.880950570529336,10.40612847286983,0.5049999952316284,0.23692306876182556
